


As of:;Nov 07, 2024


Effective date ;S&P 500 (TR)
29/05/2019;5579.51
30/05/2019;5591.97
31/05/2019;5519.27
03/06/2019;5504.05
04/06/2019;5622.31
05/06/2019;5668.89
06/06/2019;5705.22
07/06/2019;5765.66
10/06/2019;5792.56
11/06/2019;5790.83
12/06/2019;5779.12
13/06/2019;5804.53
14/06/2019;5795.96
17/06/2019;5801.4
18/06/2019;5857.95
19/06/2019;5875.45
20/06/2019;5931.66
21/06/2019;5924.54
24/06/2019;5914.29
25/06/2019;5858.13
26/06/2019;5850.9
27/06/2019;5874.15
28/06/2019;5908.25
01/07/2019;5953.63
02/07/2019;5971.29
03/07/2019;6018.54
05/07/2019;6008.31
08/07/2019;5979.34
09/07/2019;5988.48
10/07/2019;6015.56
11/07/2019;6029.33
12/07/2019;6057.77
15/07/2019;6058.83
16/07/2019;6038.4
17/07/2019;5999.05
18/07/2019;6021.15
19/07/2019;5984.2
22/07/2019;6001.28
23/07/2019;6042.48
24/07/2019;6071.05
25/07/2019;6039.13
26/07/2019;6083.82
29/07/2019;6074.01
30/07/2019;6058.96
31/07/2019;5993.17
01/08/2019;5939.83
02/08/2019;5897.1
05/08/2019;5721.8
06/08/2019;5796.72
07/08/2019;5801.32
08/08/2019;5911.66
09/08/2019;5873.47
12/08/2019;5804.25
13/08/2019;5890.16
14/08/2019;5719.3
15/08/2019;5734.49
16/08/2019;5818.17
19/08/2019;5888.93
20/08/2019;5842.76
21/08/2019;5891.19
22/08/2019;5888.37
23/08/2019;5735.63
26/08/2019;5799.34
27/08/2019;5780.79
28/08/2019;5818.84
29/08/2019;5893.65
30/08/2019;5898.23
03/09/2019;5857.95
04/09/2019;5921.96
05/09/2019;6000.38
06/09/2019;6006.07
09/09/2019;6005.99
10/09/2019;6008.12
11/09/2019;6051.87
12/09/2019;6070.23
13/09/2019;6067.5
16/09/2019;6048.67
17/09/2019;6064.31
18/09/2019;6066.42
19/09/2019;6066.9
20/09/2019;6037.5
23/09/2019;6036.9
24/09/2019;5986.58
25/09/2019;6023.46
26/09/2019;6009.19
27/09/2019;5978.11
30/09/2019;6008.59
01/10/2019;5935.2
02/10/2019;5828.93
03/10/2019;5876.86
04/10/2019;5960.43
07/10/2019;5933.76
08/10/2019;5841.57
09/10/2019;5896.6
10/10/2019;5934.56
11/10/2019;6000.04
14/10/2019;5991.72
15/10/2019;6051.39
16/10/2019;6039.69
17/10/2019;6056.84
18/10/2019;6033.26
21/10/2019;6074.9
22/10/2019;6053.42
23/10/2019;6070.87
24/10/2019;6082.54
25/10/2019;6107.42
28/10/2019;6141.51
29/10/2019;6136.47
30/10/2019;6156.93
31/10/2019;6138.73
01/11/2019;6198.59
04/11/2019;6221.63
05/11/2019;6214.28
06/11/2019;6219.1
07/11/2019;6238.99
08/11/2019;6256.11
11/11/2019;6243.81
12/11/2019;6253.91
13/11/2019;6258.58
14/11/2019;6265.42
15/11/2019;6314.74
18/11/2019;6318.02
19/11/2019;6314.66
20/11/2019;6292.17
21/11/2019;6282.59
22/11/2019;6296.34
25/11/2019;6344.36
26/11/2019;6358.46
27/11/2019;6385.76
29/11/2019;6361.56
02/12/2019;6306.88
03/12/2019;6265.22
04/12/2019;6305.49
05/12/2019;6316.69
06/12/2019;6374.7
09/12/2019;6355.07
10/12/2019;6348.31
11/12/2019;6366.84
12/12/2019;6422.35
13/12/2019;6423.93
16/12/2019;6470.03
17/12/2019;6472.24
18/12/2019;6470
19/12/2019;6499.26
20/12/2019;6531.75
23/12/2019;6537.4
24/12/2019;6536.58
26/12/2019;6570.71
27/12/2019;6571.03
30/12/2019;6533.91
31/12/2019;6553.57
02/01/2020;6609.29
03/01/2020;6563.32
06/01/2020;6586.54
07/01/2020;6568.74
08/01/2020;6601.15
09/01/2020;6646.84
10/01/2020;6627.87
13/01/2020;6674.13
14/01/2020;6664.66
15/01/2020;6677.25
16/01/2020;6733.35
17/01/2020;6759.51
21/01/2020;6741.71
22/01/2020;6743.9
23/01/2020;6752.09
24/01/2020;6691.22
27/01/2020;6585.95
28/01/2020;6652.3
29/01/2020;6646.69
30/01/2020;6668.52
31/01/2020;6551
03/02/2020;6598.63
04/02/2020;6697.49
05/02/2020;6772.98
06/02/2020;6796.64
07/02/2020;6761.26
10/02/2020;6811.83
11/02/2020;6823.59
12/02/2020;6867.92
13/02/2020;6858.92
14/02/2020;6872.68
18/02/2020;6853.04
19/02/2020;6886.47
20/02/2020;6860.52
21/02/2020;6788.6
24/02/2020;6561.94
25/02/2020;6363.37
26/02/2020;6339.38
27/02/2020;6060.67
28/02/2020;6011.73
02/03/2020;6288.64
03/03/2020;6112.07
04/03/2020;6370.35
05/03/2020;6155.58
06/03/2020;6050.8
09/03/2020;5591.74
10/03/2020;5868.11
11/03/2020;5581.76
12/03/2020;5051.97
13/03/2020;5522.85
16/03/2020;4861.22
17/03/2020;5152.83
18/03/2020;4885.76
19/03/2020;4909.13
20/03/2020;4697.09
23/03/2020;4559.5
24/03/2020;4987.8
25/03/2020;5045.35
26/03/2020;5360.49
27/03/2020;5179.92
30/03/2020;5354.39
31/03/2020;5269.2
01/04/2020;5036.64
02/04/2020;5152.47
03/04/2020;5075.16
06/04/2020;5432.17
07/04/2020;5423.52
08/04/2020;5609.55
09/04/2020;5691.54
13/04/2020;5634.15
14/04/2020;5807.1
15/04/2020;5679.53
16/04/2020;5712.6
17/04/2020;5865.9
20/04/2020;5761
21/04/2020;5584.44
22/04/2020;5712.65
23/04/2020;5710.04
24/04/2020;5789.65
27/04/2020;5874.94
28/04/2020;5844.18
29/04/2020;5999.74
30/04/2020;5944.68
01/05/2020;5778.53
04/05/2020;5803.12
05/05/2020;5855.58
06/05/2020;5815.17
07/05/2020;5884.14
08/05/2020;5984.55
11/05/2020;5985.66
12/05/2020;5863.68
13/05/2020;5761.7
14/05/2020;5829.33
15/05/2020;5852.84
18/05/2020;6037.9
19/05/2020;5975.15
20/05/2020;6075.76
21/05/2020;6028.93
22/05/2020;6044.16
26/05/2020;6118.54
27/05/2020;6209.38
28/05/2020;6197.02
29/05/2020;6227.81
01/06/2020;6251.48
02/06/2020;6303
03/06/2020;6389.67
04/06/2020;6369.54
05/06/2020;6536.58
08/06/2020;6615.4
09/06/2020;6564.27
10/06/2020;6529.42
11/06/2020;6145.3
12/06/2020;6227.42
15/06/2020;6279.4
16/06/2020;6398.58
17/06/2020;6375.54
18/06/2020;6379.56
19/06/2020;6344.7
22/06/2020;6385.91
23/06/2020;6413.44
24/06/2020;6247.66
25/06/2020;6316.45
26/06/2020;6163.5
29/06/2020;6254.78
30/06/2020;6351.67
01/07/2020;6383.76
02/07/2020;6414.16
06/07/2020;6516.05
07/07/2020;6445.59
08/07/2020;6496.14
09/07/2020;6461.31
10/07/2020;6528.96
13/07/2020;6467.84
14/07/2020;6555.4
15/07/2020;6615.07
16/07/2020;6592.75
17/07/2020;6611.86
20/07/2020;6667.45
21/07/2020;6678.74
22/07/2020;6717.29
23/07/2020;6635.04
24/07/2020;6594.1
27/07/2020;6642.89
28/07/2020;6599.97
29/07/2020;6682.01
30/07/2020;6658.02
31/07/2020;6709.81
03/08/2020;6758.2
04/08/2020;6782.6
05/08/2020;6826.22
06/08/2020;6870.86
07/08/2020;6876.65
10/08/2020;6895.59
11/08/2020;6840.67
12/08/2020;6937.44
13/08/2020;6924.96
14/08/2020;6924.28
17/08/2020;6943.22
18/08/2020;6960.3
19/08/2020;6930.8
20/08/2020;6952.92
21/08/2020;6977.27
24/08/2020;7048.17
25/08/2020;7073.6
26/08/2020;7145.77
27/08/2020;7158.18
28/08/2020;7207.1
31/08/2020;7192.11
01/09/2020;7246.37
02/09/2020;7358.49
03/09/2020;7101.38
04/09/2020;7043.62
08/09/2020;6848.42
09/09/2020;6986.76
10/09/2020;6864.23
11/09/2020;6868.22
14/09/2020;6957.91
15/09/2020;6994.33
16/09/2020;6962.29
17/09/2020;6903.82
18/09/2020;6826.72
21/09/2020;6748.08
22/09/2020;6819.08
23/09/2020;6657.82
24/09/2020;6678.04
25/09/2020;6784.95
28/09/2020;6894.27
29/09/2020;6861.96
30/09/2020;6918.83
01/10/2020;6956.2
02/10/2020;6889.65
05/10/2020;7014.23
06/10/2020;6916.4
07/10/2020;7036.91
08/10/2020;7095.4
09/10/2020;7157.92
12/10/2020;7275.43
13/10/2020;7229.55
14/10/2020;7182.38
15/10/2020;7171.61
16/10/2020;7172.7
19/10/2020;7055.58
20/10/2020;7089.06
21/10/2020;7073.65
22/10/2020;7111.17
23/10/2020;7135.81
26/10/2020;7003.21
27/10/2020;6982.14
28/10/2020;6735.75
29/10/2020;6816.79
30/10/2020;6734.84
02/11/2020;6817.89
03/11/2020;6939.3
04/11/2020;7092.3
05/11/2020;7231.67
06/11/2020;7230.51
09/11/2020;7315.77
10/11/2020;7306.75
11/11/2020;7362.65
12/11/2020;7290.69
13/11/2020;7390.61
16/11/2020;7476.79
17/11/2020;7442.04
18/11/2020;7357.34
19/11/2020;7386.86
20/11/2020;7336.76
23/11/2020;7378.94
24/11/2020;7498.29
25/11/2020;7486.68
27/11/2020;7505.38
30/11/2020;7472.06
01/12/2020;7556.51
02/12/2020;7570.76
03/12/2020;7567.44
04/12/2020;7634.77
07/12/2020;7620
08/12/2020;7641.43
09/12/2020;7581.06
10/12/2020;7571.87
11/12/2020;7562.46
14/12/2020;7530.87
15/12/2020;7628.28
16/12/2020;7641.82
17/12/2020;7686.18
18/12/2020;7659.75
21/12/2020;7630.07
22/12/2020;7614.83
23/12/2020;7620.63
24/12/2020;7648.39
28/12/2020;7715.1
29/12/2020;7697.93
30/12/2020;7709.1
31/12/2020;7759.35
04/01/2021;7645.27
05/01/2021;7700.34
06/01/2021;7744.43
07/01/2021;7861.1
08/01/2021;7905.28
11/01/2021;7853.45
12/01/2021;7856.72
13/01/2021;7874.75
14/01/2021;7846.1
15/01/2021;7789.79
19/01/2021;7853.47
20/01/2021;7962.92
21/01/2021;7966.11
22/01/2021;7942.2
25/01/2021;7970.92
26/01/2021;7959.1
27/01/2021;7754.74
28/01/2021;7831.22
29/01/2021;7681.01
01/02/2021;7804.31
02/02/2021;7912.87
03/02/2021;7920.85
04/02/2021;8007.62
05/02/2021;8039.67
08/02/2021;8099.33
09/02/2021;8091.7
10/02/2021;8089.11
11/02/2021;8104.19
12/02/2021;8142.79
16/02/2021;8139.16
17/02/2021;8137.88
18/02/2021;8102.24
19/02/2021;8087.68
22/02/2021;8025.81
23/02/2021;8036.06
24/02/2021;8127.38
25/02/2021;7929.56
26/02/2021;7892.81
01/03/2021;8080.78
02/03/2021;8015.54
03/03/2021;7911.21
04/03/2021;7806.45
05/03/2021;7958.98
08/03/2021;7916.41
09/03/2021;8029.2
10/03/2021;8078.05
11/03/2021;8162.58
12/03/2021;8172.9
15/03/2021;8226.32
16/03/2021;8213.63
17/03/2021;8237.35
18/03/2021;8116.17
19/03/2021;8112.13
22/03/2021;8169.14
23/03/2021;8106.83
24/03/2021;8063
25/03/2021;8105.51
26/03/2021;8240.38
29/03/2021;8233.24
30/03/2021;8208.1
31/03/2021;8238.48
01/04/2021;8335.91
05/04/2021;8457.4
06/04/2021;8449.54
07/04/2021;8462.18
08/04/2021;8499.85
09/04/2021;8565.57
12/04/2021;8564.03
13/04/2021;8592.25
14/04/2021;8558.16
15/04/2021;8653.29
16/04/2021;8684.51
19/04/2021;8638.42
20/04/2021;8579.95
21/04/2021;8659.8
22/04/2021;8580.73
23/04/2021;8674.8
26/04/2021;8690.26
27/04/2021;8688.45
28/04/2021;8681.17
29/04/2021;8740.35
30/04/2021;8678.16
03/05/2021;8702.02
04/05/2021;8643.91
05/05/2021;8650.04
06/05/2021;8722.04
07/05/2021;8787.82
10/05/2021;8696.29
11/05/2021;8620.98
12/05/2021;8437.24
13/05/2021;8541.39
14/05/2021;8669.49
17/05/2021;8647.57
18/05/2021;8574.98
19/05/2021;8550.95
20/05/2021;8641.98
21/05/2021;8635.55
24/05/2021;8722
25/05/2021;8703.59
26/05/2021;8720.04
27/05/2021;8730.97
28/05/2021;8738.77
01/06/2021;8734.74
02/06/2021;8748.3
03/06/2021;8717.97
04/06/2021;8795.08
07/06/2021;8788.28
08/06/2021;8790
09/06/2021;8774.31
10/06/2021;8815.56
11/06/2021;8832.94
14/06/2021;8851.17
15/06/2021;8833.68
16/06/2021;8786.18
17/06/2021;8782.58
18/06/2021;8667.76
21/06/2021;8789.52
22/06/2021;8834.56
23/06/2021;8825.01
24/06/2021;8877.06
25/06/2021;8906.79
28/06/2021;8927.4
29/06/2021;8930.67
30/06/2021;8942.78
01/07/2021;8990.08
02/07/2021;9058.66
06/07/2021;9040.76
07/07/2021;9071.14
08/07/2021;8995.26
09/07/2021;9096.84
12/07/2021;9128.22
13/07/2021;9096.15
14/07/2021;9107.85
15/07/2021;9078.33
16/07/2021;9009.89
19/07/2021;8867.07
20/07/2021;9001.77
21/07/2021;9075.97
22/07/2021;9094.95
23/07/2021;9187.64
26/07/2021;9209.63
27/07/2021;9166.27
28/07/2021;9164.62
29/07/2021;9204.25
30/07/2021;9155.21
02/08/2021;9138.36
03/08/2021;9213.35
04/08/2021;9170.76
05/08/2021;9226.49
06/08/2021;9243.03
09/08/2021;9235.05
10/08/2021;9244.22
11/08/2021;9267.4
12/08/2021;9297.2
13/08/2021;9312.51
16/08/2021;9337.18
17/08/2021;9271.83
18/08/2021;9173.93
19/08/2021;9186.07
20/08/2021;9261.31
23/08/2021;9341.09
24/08/2021;9355.11
25/08/2021;9376
26/08/2021;9321.74
27/08/2021;9404.15
30/08/2021;9445.24
31/08/2021;9433.58
01/09/2021;9437.15
02/09/2021;9465.47
03/09/2021;9462.54
07/09/2021;9430.68
08/09/2021;9418.57
09/09/2021;9375.99
10/09/2021;9304.03
13/09/2021;9325.29
14/09/2021;9273.99
15/09/2021;9352.83
16/09/2021;9338.61
17/09/2021;9253.57
20/09/2021;9096.52
21/09/2021;9089.55
22/09/2021;9176.08
23/09/2021;9287.8
24/09/2021;9301.49
27/09/2021;9275.87
28/09/2021;9087.47
29/09/2021;9102.62
30/09/2021;8994.83
01/10/2021;9098.25
04/10/2021;8980.64
05/10/2021;9076.19
06/10/2021;9113.45
07/10/2021;9191.19
08/10/2021;9173.74
11/10/2021;9110.76
12/10/2021;9088.73
13/10/2021;9116.39
14/10/2021;9272.97
15/10/2021;9342.15
18/10/2021;9373.68
19/10/2021;9443.12
20/10/2021;9477.82
21/10/2021;9506.91
22/10/2021;9496.86
25/10/2021;9541.99
26/10/2021;9559.39
27/10/2021;9511.27
28/10/2021;9605.23
29/10/2021;9625.02
01/11/2021;9642.44
02/11/2021;9677.95
03/11/2021;9740.47
04/11/2021;9782.48
05/11/2021;9819.98
08/11/2021;9828.81
09/11/2021;9795.12
10/11/2021;9716.72
11/11/2021;9722.08
12/11/2021;9793.22
15/11/2021;9793.53
16/11/2021;9831.91
17/11/2021;9808.27
18/11/2021;9842.35
19/11/2021;9828.8
22/11/2021;9798.29
23/11/2021;9814.65
24/11/2021;9837.6
26/11/2021;9614.25
29/11/2021;9741.78
30/11/2021;9558.33
01/12/2021;9446.21
02/12/2021;9581.79
03/12/2021;9501.28
06/12/2021;9613.02
07/12/2021;9812.2
08/12/2021;9842.68
09/12/2021;9773.19
10/12/2021;9866.62
13/12/2021;9776.69
14/12/2021;9705.06
15/12/2021;9863.92
16/12/2021;9778.09
17/12/2021;9678.03
20/12/2021;9567.91
21/12/2021;9738.73
22/12/2021;9838.9
23/12/2021;9900.3
27/12/2021;10037.67
28/12/2021;10027.53
29/12/2021;10041.61
30/12/2021;10012.51
31/12/2021;9986.7
03/01/2022;10050.41
04/01/2022;10044.75
05/01/2022;9850.7
06/01/2022;9841.92
07/01/2022;9803.85
10/01/2022;9789.72
11/01/2022;9879.39
12/01/2022;9907.38
13/01/2022;9767.35
14/01/2022;9775.53
18/01/2022;9595.93
19/01/2022;9503.14
20/01/2022;9398.96
21/01/2022;9221.28
24/01/2022;9246.84
25/01/2022;9134.33
26/01/2022;9120.75
27/01/2022;9072.24
28/01/2022;9294.21
31/01/2022;9469.92
01/02/2022;9534.95
02/02/2022;9624.89
03/02/2022;9390.57
04/02/2022;9440.58
07/02/2022;9405.84
08/02/2022;9484.95
09/02/2022;9623.84
10/02/2022;9450.72
11/02/2022;9271.8
14/02/2022;9236.86
15/02/2022;9383.57
16/02/2022;9393.09
17/02/2022;9195.35
18/02/2022;9130.81
22/02/2022;9038.32
23/02/2022;8871.95
24/02/2022;9005.37
25/02/2022;9207.85
28/02/2022;9186.37
01/03/2022;9044.47
02/03/2022;9213.39
03/03/2022;9166.13
04/03/2022;9094.04
07/03/2022;8825.72
08/03/2022;8762.11
09/03/2022;8988.65
10/03/2022;8950.9
11/03/2022;8835.4
14/03/2022;8771.75
15/03/2022;8959.74
16/03/2022;9160.51
17/03/2022;9274.17
18/03/2022;9382.43
21/03/2022;9378.84
22/03/2022;9484.86
23/03/2022;9368.98
24/03/2022;9504.19
25/03/2022;9552.4
28/03/2022;9620.66
29/03/2022;9738.6
30/03/2022;9678.3
31/03/2022;9527.46
01/04/2022;9559.95
04/04/2022;9637.37
05/04/2022;9517.94
06/04/2022;9425.49
07/04/2022;9466.76
08/04/2022;9441.84
11/04/2022;9282.48
12/04/2022;9251.07
13/04/2022;9356.21
14/04/2022;9242.58
18/04/2022;9240.69
19/04/2022;9389.21
20/04/2022;9383.54
21/04/2022;9245.86
22/04/2022;8989.51
25/04/2022;9040.86
26/04/2022;8786.47
27/04/2022;8805
28/04/2022;9023.42
29/04/2022;8696.65
02/05/2022;8746.05
03/05/2022;8788.36
04/05/2022;9050.9
05/05/2022;8729.21
06/05/2022;8680.97
09/05/2022;8403.5
10/05/2022;8424.2
11/05/2022;8285.82
12/05/2022;8278.04
13/05/2022;8476.57
16/05/2022;8443.55
17/05/2022;8614.31
18/05/2022;8268.32
19/05/2022;8220.97
20/05/2022;8222.31
23/05/2022;8375.87
24/05/2022;8307.97
25/05/2022;8386.62
26/05/2022;8553.68
27/05/2022;8766.83
31/05/2022;8712.6
01/06/2022;8648.28
02/06/2022;8809.18
03/06/2022;8665.8
06/06/2022;8693.06
07/06/2022;8776.09
08/06/2022;8681.68
09/06/2022;8475.91
10/06/2022;8229.43
13/06/2022;7910.43
14/06/2022;7883.34
15/06/2022;7998.62
16/06/2022;7739.39
17/06/2022;7756.59
21/06/2022;7946.89
22/06/2022;7936.67
23/06/2022;8012.68
24/06/2022;8257.72
27/06/2022;8233.42
28/06/2022;8067.56
29/06/2022;8062.72
30/06/2022;7993.43
01/07/2022;8077.89
05/07/2022;8092.15
06/07/2022;8121.21
07/07/2022;8243.69
08/07/2022;8237.5
11/07/2022;8142.68
12/07/2022;8067.56
13/07/2022;8031.76
14/07/2022;8008.71
15/07/2022;8162.5
18/07/2022;8094.23
19/07/2022;8318.2
20/07/2022;8367.37
21/07/2022;8450.64
22/07/2022;8371.87
25/07/2022;8382.88
26/07/2022;8286.19
27/07/2022;8503.02
28/07/2022;8607.24
29/07/2022;8730.46
01/08/2022;8705.87
02/08/2022;8647.91
03/08/2022;8783.28
04/08/2022;8777.23
05/08/2022;8764.08
08/08/2022;8753.39
09/08/2022;8716.75
10/08/2022;8902.72
11/08/2022;8898.84
12/08/2022;9054.14
15/08/2022;9090.36
16/08/2022;9107.87
17/08/2022;9043.59
18/08/2022;9065.49
19/08/2022;8948.82
22/08/2022;8758.24
23/08/2022;8738.76
24/08/2022;8764.42
25/08/2022;8888.13
26/08/2022;8588.95
29/08/2022;8532.1
30/08/2022;8438.69
31/08/2022;8374.42
01/09/2022;8400.96
02/09/2022;8311.42
06/09/2022;8277.81
07/09/2022;8429.87
08/09/2022;8486.63
09/09/2022;8616.98
12/09/2022;8708.17
13/09/2022;8331.9
14/09/2022;8362.4
15/09/2022;8268.6
16/09/2022;8209.35
19/09/2022;8265.73
20/09/2022;8172.64
21/09/2022;8033.29
22/09/2022;7965.96
23/09/2022;7828.87
26/09/2022;7747.93
27/09/2022;7731.99
28/09/2022;7884.55
29/09/2022;7719.09
30/09/2022;7603.14
03/10/2022;7800
04/10/2022;8039.25
05/10/2022;8023.81
06/10/2022;7943.63
07/10/2022;7721.44
10/10/2022;7663.58
11/10/2022;7613.75
12/10/2022;7588.9
13/10/2022;7786.96
14/10/2022;7602.99
17/10/2022;7804.33
18/10/2022;7893.68
19/10/2022;7840.99
20/10/2022;7779.53
21/10/2022;7964.25
24/10/2022;8058.88
25/10/2022;8190.02
26/10/2022;8129.62
27/10/2022;8080.32
28/10/2022;8280.11
31/10/2022;8218.7
01/11/2022;8185.07
02/11/2022;7980.47
03/11/2022;7897.01
04/11/2022;8006.24
07/11/2022;8083.38
08/11/2022;8128.7
09/11/2022;7961.52
10/11/2022;8403.48
11/11/2022;8481.13
14/11/2022;8407.25
15/11/2022;8481.14
16/11/2022;8413.09
17/11/2022;8388.84
18/11/2022;8429.01
21/11/2022;8397.23
22/11/2022;8511.48
23/11/2022;8562.27
25/11/2022;8560.09
28/11/2022;8427.95
29/11/2022;8415.27
30/11/2022;8678
01/12/2022;8671.9
02/12/2022;8662.23
05/12/2022;8507.34
06/12/2022;8385.16
07/12/2022;8369.74
08/12/2022;8433.9
09/12/2022;8372.26
12/12/2022;8491.86
13/12/2022;8554.1
14/12/2022;8503.97
15/12/2022;8292.64
16/12/2022;8200.9
19/12/2022;8127.57
20/12/2022;8136.3
21/12/2022;8258.43
22/12/2022;8139.07
23/12/2022;8187.06
27/12/2022;8154.57
28/12/2022;8056.62
29/12/2022;8198.36
30/12/2022;8178.02
03/01/2023;8145.6
04/01/2023;8207.42
05/01/2023;8113.15
06/01/2023;8298.61
09/01/2023;8293.8
10/01/2023;8351.68
11/01/2023;8459.18
12/01/2023;8489.08
13/01/2023;8523.32
17/01/2023;8506.03
18/01/2023;8373.66
19/01/2023;8310.75
20/01/2023;8468.15
23/01/2023;8568.77
24/01/2023;8562.87
25/01/2023;8561.4
26/01/2023;8656.26
27/01/2023;8678.01
30/01/2023;8566.28
31/01/2023;8691.88
01/02/2023;8782.77
02/02/2023;8912.35
03/02/2023;8820.47
06/02/2023;8766.9
07/02/2023;8879.91
08/02/2023;8781.79
09/02/2023;8705.58
10/02/2023;8726.47
13/02/2023;8827.72
14/02/2023;8826.32
15/02/2023;8853.02
16/02/2023;8731.75
17/02/2023;8709.21
21/02/2023;8534.73
22/02/2023;8521.45
23/02/2023;8567.57
24/02/2023;8477.66
27/02/2023;8504.76
28/02/2023;8479.8
01/03/2023;8440.25
02/03/2023;8505.55
03/03/2023;8643.61
06/03/2023;8649.88
07/03/2023;8517.54
08/03/2023;8530.33
09/03/2023;8374.25
10/03/2023;8253.65
13/03/2023;8241.39
14/03/2023;8379.16
15/03/2023;8320.96
16/03/2023;8468.33
17/03/2023;8375.21
20/03/2023;8449.98
21/03/2023;8560.31
22/03/2023;8420.02
23/03/2023;8445.87
24/03/2023;8493.55
27/03/2023;8507.54
28/03/2023;8494.35
29/03/2023;8615.29
30/03/2023;8665.7
31/03/2023;8791.13
03/04/2023;8823.66
04/04/2023;8773.31
05/04/2023;8752.54
06/04/2023;8785.7
10/04/2023;8794.65
11/04/2023;8794.29
12/04/2023;8758.11
13/04/2023;8875.65
14/04/2023;8857.31
17/04/2023;8886.76
18/04/2023;8894.35
19/04/2023;8893.6
20/04/2023;8841.62
21/04/2023;8849.76
24/04/2023;8857.3
25/04/2023;8717.63
26/04/2023;8684.19
27/04/2023;8854.32
28/04/2023;8928.35
01/05/2023;8924.92
02/05/2023;8821.59
03/05/2023;8759.95
04/05/2023;8697.68
05/05/2023;8858.86
08/05/2023;8863.01
09/05/2023;8823.05
10/05/2023;8862.85
11/05/2023;8849.69
12/05/2023;8837.68
15/05/2023;8865.03
16/05/2023;8808.95
17/05/2023;8915.43
18/05/2023;9001.25
19/05/2023;8988.46
22/05/2023;8990.89
23/05/2023;8890.16
24/05/2023;8825.26
25/05/2023;8902.84
26/05/2023;9019.64
30/05/2023;9020.39
31/05/2023;8967.16
01/06/2023;9057.17
02/06/2023;9189.34
05/06/2023;9171.09
06/06/2023;9192.91
07/06/2023;9158.14
08/06/2023;9215.86
09/06/2023;9226.7
12/06/2023;9312.72
13/06/2023;9377.65
14/06/2023;9387.54
15/06/2023;9503.53
16/06/2023;9468.81
20/06/2023;9424.02
21/06/2023;9375.21
22/06/2023;9410.83
23/06/2023;9338.84
26/06/2023;9297.12
27/06/2023;9403.62
28/06/2023;9400.3
29/06/2023;9443.46
30/06/2023;9559.67
03/07/2023;9571.35
05/07/2023;9553.69
06/07/2023;9478.73
07/07/2023;9453.1
10/07/2023;9475.9
11/07/2023;9539.95
12/07/2023;9610.87
13/07/2023;9693.3
14/07/2023;9683.69
17/07/2023;9721.03
18/07/2023;9790.2
19/07/2023;9813.46
20/07/2023;9748.1
21/07/2023;9751.26
24/07/2023;9790.76
25/07/2023;9818.49
26/07/2023;9817.11
27/07/2023;9754.72
28/07/2023;9852.01
31/07/2023;9866.77
01/08/2023;9840.71
02/08/2023;9704.63
03/08/2023;9680.36
04/08/2023;9629.77
07/08/2023;9716.91
08/08/2023;9676
09/08/2023;9608.73
10/08/2023;9612.36
11/08/2023;9603.45
14/08/2023;9659.26
15/08/2023;9549.17
16/08/2023;9478.54
17/08/2023;9407.27
18/08/2023;9406.5
21/08/2023;9471.39
22/08/2023;9445.22
23/08/2023;9549.73
24/08/2023;9421.47
25/08/2023;9485.89
28/08/2023;9545.44
29/08/2023;9684.22
30/08/2023;9722.96
31/08/2023;9709.68
01/09/2023;9727.64
05/09/2023;9687.26
06/09/2023;9619.98
07/09/2023;9590.4
08/09/2023;9604.77
11/09/2023;9669.36
12/09/2023;9614.66
13/09/2023;9626.68
14/09/2023;9710.54
15/09/2023;9592.86
18/09/2023;9599.93
19/09/2023;9579.27
20/09/2023;9489.92
21/09/2023;9334.59
22/09/2023;9313.3
25/09/2023;9350.9
26/09/2023;9213.72
27/09/2023;9216.02
28/09/2023;9271.55
29/09/2023;9246.74
02/10/2023;9247.51
03/10/2023;9121.14
04/10/2023;9195.14
05/10/2023;9184.81
06/10/2023;9294.82
09/10/2023;9353.41
10/10/2023;9402.31
11/10/2023;9443.13
12/10/2023;9385.16
13/10/2023;9338.09
16/10/2023;9437.31
17/10/2023;9436.36
18/10/2023;9309.92
19/10/2023;9231.73
20/10/2023;9115.84
23/10/2023;9100.49
24/10/2023;9166.8
25/10/2023;9035.4
26/10/2023;8928.63
27/10/2023;8885.94
30/10/2023;8993.46
31/10/2023;9052.31
01/11/2023;9147.45
02/11/2023;9320.56
03/11/2023;9408.56
06/11/2023;9425.34
07/11/2023;9452.28
08/11/2023;9462.25
09/11/2023;9387.59
10/11/2023;9535.63
13/11/2023;9528.25
14/11/2023;9712.01
15/11/2023;9729.31
16/11/2023;9743.22
17/11/2023;9755.92
20/11/2023;9829.02
21/11/2023;9809.39
22/11/2023;9849.74
24/11/2023;9855.84
27/11/2023;9836.75
28/11/2023;9846.43
29/11/2023;9838.82
30/11/2023;9879.02
01/12/2023;9937.89
04/12/2023;9884.17
05/12/2023;9878.97
06/12/2023;9840.65
07/12/2023;9920.64
08/12/2023;9961.5
11/12/2023;10000.64
12/12/2023;10047.04
13/12/2023;10184.38
14/12/2023;10213.69
15/12/2023;10213.48
18/12/2023;10259.85
19/12/2023;10320.86
20/12/2023;10170.51
21/12/2023;10275.3
22/12/2023;10292.37
26/12/2023;10335.98
27/12/2023;10351.6
28/12/2023;10356.59
29/12/2023;10327.83
02/01/2024;10269.69
03/01/2024;10187.79
04/01/2024;10154.2
05/01/2024;10172.75
08/01/2024;10316.52
09/01/2024;10302.73
10/01/2024;10361.27
11/01/2024;10354.69
12/01/2024;10363.35
